peak intensity (photon),x(nm),y(nm),z(nm),PSFSigmaX (nm),PSFSigmaY (nm),Total intensity(photon),background (photon),SNR,Localization precision X(nm),Localization precision Y(nm),frame
1.0693114471435547e+02,6.3009575195312500e+03,3.6234260253906250e+03,0.0000000000000000e+00,1.5052995300292969e+02,1.5052995300292969e+02,1.3100638427734375e+03,1.9365118408203125e+02,5.2334580421447754e+00,1.4306800842285156e+01,1.4306801795959473e+01,9.0000000000000000e+00
1.1187216949462891e+02,6.2798896484375000e+03,3.5746516113281250e+03,0.0000000000000000e+00,1.3035346984863281e+02,1.3035346984863281e+02,1.0278023681640625e+03,2.4640553283691406e+02,5.0150861740112296e+00,1.5424577713012695e+01,1.5424575805664063e+01,1.0000000000000000e+01
1.3128549194335938e+02,4.8387353515625000e+03,2.5703759765625000e+03,0.0000000000000000e+00,1.3933164978027344e+02,1.3933164978027344e+02,1.3780300292968750e+03,1.9772647094726563e+02,6.1415381431579590e+00,1.2076267242431641e+01,1.2076269149780273e+01,1.1000000000000000e+01
1.1416281890869141e+02,4.6527631835937500e+03,2.6134724121093750e+03,0.0000000000000000e+00,1.3933164978027344e+02,1.3933164978027344e+02,1.1983028564453125e+03,1.9772647094726563e+02,5.4851779937744141e+00,1.4682568550109863e+01,1.4682568550109863e+01,1.1000000000000000e+01
1.1627432250976563e+02,6.3664311523437500e+03,3.6088359375000000e+03,0.0000000000000000e+00,1.4950100708007813e+02,1.4950100708007813e+02,1.4051231689453125e+03,1.8458264160156250e+02,5.6881370544433594e+00,1.3593928337097168e+01,1.3593929290771484e+01,1.2000000000000000e+01
1.1356570434570313e+02,4.6909052734375000e+03,2.5927531738281250e+03,0.0000000000000000e+00,1.1888676452636719e+02,1.1888676452636719e+02,8.6787384033203125e+02,1.8905015563964844e+02,5.5394620895385742e+00,1.3517682075500488e+01,1.3517680168151855e+01,1.2000000000000000e+01
1.2314660644531250e+02,3.5974826660156250e+03,3.4287558593750000e+03,0.0000000000000000e+00,1.5400440979003906e+02,1.5400440979003906e+02,1.5791783447265625e+03,2.0490240478515625e+02,5.7692494392395020e+00,1.3541273117065430e+01,1.3541274070739746e+01,1.3000000000000000e+01
1.8995195007324219e+02,4.4584746093750000e+03,2.9509560546875000e+03,0.0000000000000000e+00,1.5500405883789063e+02,1.5500405883789063e+02,2.4675859375000000e+03,1.8917500305175781e+02,8.2778530120849609e+00,8.6208047866821289e+00,8.6208057403564453e+00,1.5000000000000000e+01
2.0886108398437500e+02,4.4293076171875000e+03,2.9823603515625000e+03,0.0000000000000000e+00,1.4034207153320313e+02,1.4034207153320313e+02,2.2242094726562500e+03,2.1542916870117188e+02,8.6038379669189453e+00,8.4791259765625000e+00,8.4791259765625000e+00,1.6000000000000000e+01
1.1792418670654297e+02,4.6749892578125000e+03,2.9752905273437500e+03,0.0000000000000000e+00,1.4034207153320313e+02,1.4034207153320313e+02,1.2558016357421875e+03,2.1542916870117188e+02,5.4804563522338867e+00,1.3970363616943359e+01,1.3970365524291992e+01,1.6000000000000000e+01
1.5205357360839844e+02,4.6987812500000000e+03,3.2878342285156250e+03,0.0000000000000000e+00,1.2289547729492188e+02,1.2289547729492188e+02,1.2416833496093750e+03,2.3898188781738281e+02,6.5246143341064453e+00,1.1828186035156250e+01,1.1828188896179199e+01,1.8000000000000000e+01
1.3975154113769531e+02,4.7481411132812500e+03,3.1008159179687500e+03,0.0000000000000000e+00,1.2289547729492188e+02,1.2289547729492188e+02,1.1412237548828125e+03,2.3898188781738281e+02,6.0933485031127930e+00,1.2670610427856445e+01,1.2670609474182129e+01,1.8000000000000000e+01
1.2439688110351563e+02,6.3644370117187500e+03,3.5600319824218750e+03,0.0000000000000000e+00,1.5399903869628906e+02,1.5399903869628906e+02,1.5951000976562500e+03,2.1660249328613281e+02,5.7160882949829102e+00,1.3735857009887695e+01,1.3735858917236328e+01,1.9000000000000000e+01
1.3227299499511719e+02,6.3545283203125000e+03,1.5328833007812500e+03,0.0000000000000000e+00,1.4023049926757813e+02,1.4023049926757813e+02,1.4063666992187500e+03,2.4278334045410156e+02,5.7954769134521484e+00,1.3583946228027344e+01,1.3583948135375977e+01,1.9000000000000000e+01
1.6411419677734375e+02,6.3041547851562500e+03,1.5326496582031250e+03,0.0000000000000000e+00,1.2083202362060547e+02,1.2083202362060547e+02,1.2955454101562500e+03,2.4902282714843750e+02,6.8511786460876456e+00,1.0934182167053223e+01,1.0934182167053223e+01,1.9000000000000000e+01
1.8661775207519531e+02,4.7267968750000000e+03,3.2447937011718750e+03,0.0000000000000000e+00,1.4849821472167969e+02,1.4849821472167969e+02,2.2250402832031250e+03,1.9174861145019531e+02,8.1407232284545898e+00,8.9363508224487305e+00,8.9363508224487305e+00,2.0000000000000000e+01
1.3271179199218750e+02,6.4152182617187500e+03,1.4811413574218750e+03,0.0000000000000000e+00,1.4000122070312500e+02,1.4000122070312500e+02,1.4064216308593750e+03,2.6568804931640625e+02,5.6417803764343262e+00,1.3557490348815918e+01,1.3557490348815918e+01,2.0000000000000000e+01
1.3163928222656250e+02,4.2702983398437500e+03,2.0975832519531250e+03,0.0000000000000000e+00,1.1722260284423828e+02,1.1722260284423828e+02,9.7802648925781250e+02,2.4196441650390625e+02,5.7789134979248047e+00,1.3673353195190430e+01,1.3673352241516113e+01,2.0000000000000000e+01
1.2810838317871094e+02,5.0907407226562500e+03,2.8615029296875000e+03,0.0000000000000000e+00,1.0872341918945313e+02,1.0872341918945313e+02,8.1877789306640625e+02,2.5242344665527344e+02,5.5724773406982422e+00,1.4114218711853027e+01,1.4114218711853027e+01,2.0000000000000000e+01
9.4607383728027344e+01,4.1849614257812500e+03,2.1454594726562500e+03,0.0000000000000000e+00,8.8597206115722656e+01,8.8597206115722656e+01,4.0152026367187500e+02,2.5678955078125000e+02,4.2824501991271973e+00,1.9172435760498047e+01,1.9172435760498047e+01,2.1000000000000000e+01
1.3189872741699219e+02,4.1063945312500000e+03,3.1375039062500000e+03,0.0000000000000000e+00,1.3518263244628906e+02,1.3518263244628906e+02,1.3032410888671875e+03,2.2391322326660156e+02,5.9333043098449707e+00,1.3098694801330566e+01,1.3098692893981934e+01,2.1000000000000000e+01
1.2117066192626953e+02,4.1771054687500000e+03,2.1251450195312500e+03,0.0000000000000000e+00,1.1606229400634766e+02,1.1606229400634766e+02,8.8251519775390625e+02,2.4630934143066406e+02,5.3634829521179199e+00,1.4734925270080566e+01,1.4734924316406250e+01,2.2000000000000000e+01
1.2804138183593750e+02,6.1054184570312500e+03,3.4929594726562500e+03,0.0000000000000000e+00,1.3069552612304688e+02,1.3069552612304688e+02,1.1825356445312500e+03,2.2213665771484375e+02,5.8059344291687012e+00,1.3647022247314453e+01,1.3647022247314453e+01,2.2000000000000000e+01
1.3684237670898438e+02,6.1980527343750000e+03,3.4801884765625000e+03,0.0000000000000000e+00,1.2032344055175781e+02,1.2032344055175781e+02,1.0711824951171875e+03,2.1713732910156250e+02,6.1715989112854004e+00,1.2367854118347168e+01,1.2367854118347168e+01,2.2000000000000000e+01
1.7834289550781250e+02,5.0109892578125000e+03,2.9164294433593750e+03,0.0000000000000000e+00,1.5636193847656250e+02,1.5636193847656250e+02,2.3575463867187500e+03,2.1841726684570313e+02,7.5972785949707031e+00,9.9763269424438477e+00,9.9763269424438477e+00,2.3000000000000000e+01
1.5393432617187500e+02,5.9230849609375000e+03,3.4060268554687500e+03,0.0000000000000000e+00,1.2663766479492188e+02,1.2663766479492188e+02,1.3347614746093750e+03,2.1049098205566406e+02,6.8422274589538574e+00,1.0843059539794922e+01,1.0843059539794922e+01,2.4000000000000000e+01
1.4019282531738281e+02,4.2801083984375000e+03,2.9541337890625000e+03,0.0000000000000000e+00,1.3790127563476563e+02,1.3790127563476563e+02,1.4414671630859375e+03,2.3786491394042969e+02,6.1180496215820313e+00,1.2333333969116211e+01,1.2333335876464844e+01,2.5000000000000000e+01
1.4716062927246094e+02,3.8433161621093750e+03,2.9667700195312500e+03,0.0000000000000000e+00,1.5610314941406250e+02,1.5610314941406250e+02,1.9389085693359375e+03,2.0679272460937500e+02,6.6371994018554688e+00,1.1160099029541016e+01,1.1160100936889648e+01,2.5000000000000000e+01
2.2654223632812500e+02,3.8139445800781250e+03,2.9698295898437500e+03,0.0000000000000000e+00,1.5417765808105469e+02,1.5417765808105469e+02,2.9116186523437500e+03,2.5731542968750000e+02,8.7388973236083984e+00,8.2235784530639648e+00,8.2235794067382813e+00,2.6000000000000000e+01
3.3093463134765625e+02,4.2812998046875000e+03,3.0122021484375000e+03,0.0000000000000000e+00,1.5377008056640625e+02,1.5377008056640625e+02,4.2308559570312500e+03,2.4177178955078125e+02,1.1733901023864746e+01,5.9185175895690918e+00,5.9185171127319336e+00,2.6000000000000000e+01
1.4510289001464844e+02,4.9966064453125000e+03,2.9620949707031250e+03,0.0000000000000000e+00,1.2123018646240234e+02,1.2123018646240234e+02,1.1530284423828125e+03,2.6400585937500000e+02,6.0872750282287598e+00,1.2873012542724609e+01,1.2873012542724609e+01,2.6000000000000000e+01
1.3009150695800781e+02,6.0833505859375000e+03,1.5807103271484375e+03,0.0000000000000000e+00,1.4671797180175781e+02,1.4671797180175781e+02,1.5141116943359375e+03,2.1270460510253906e+02,5.9620728492736816e+00,1.3191857337951660e+01,1.3191859245300293e+01,2.7000000000000000e+01
1.3994366455078125e+02,4.8137333984375000e+03,2.0431699218750000e+03,0.0000000000000000e+00,1.5497531127929688e+02,1.5497531127929688e+02,1.8172750244140625e+03,2.1829360961914063e+02,6.2738499641418457e+00,1.2017107009887695e+01,1.2017107963562012e+01,3.0000000000000000e+01
1.3927073669433594e+02,5.3575625000000000e+03,3.2770534667968750e+03,0.0000000000000000e+00,8.9058906555175781e+01,8.9058906555175781e+01,5.9725115966796875e+02,2.2814305114746094e+02,6.1652173995971680e+00,1.2290466308593750e+01,1.2290468215942383e+01,3.0000000000000000e+01
1.2252637481689453e+02,5.7242758789062500e+03,3.2903442382812500e+03,0.0000000000000000e+00,1.1183950805664063e+02,1.1183950805664063e+02,8.2863348388671875e+02,2.3553419494628906e+02,5.4943656921386719e+00,1.4227075576782227e+01,1.4227075576782227e+01,3.5000000000000000e+01
1.2432746124267578e+02,5.7443437500000000e+03,3.2800932617187500e+03,0.0000000000000000e+00,1.2254262542724609e+02,1.2254262542724609e+02,1.0094476318359375e+03,2.0434364318847656e+02,5.8190560340881348e+00,1.3010515213012695e+01,1.3010515213012695e+01,3.6000000000000000e+01
9.5518531799316406e+01,4.2068906250000000e+03,3.7561169433593750e+03,0.0000000000000000e+00,1.2814176940917969e+02,1.2814176940917969e+02,8.4803045654296875e+02,1.9827560424804688e+02,4.7285971641540527e+00,1.6364778518676758e+01,1.6364778518676758e+01,3.7000000000000000e+01
1.3032882690429688e+02,6.4191337890625000e+03,3.6296176757812500e+03,0.0000000000000000e+00,1.1826807403564453e+02,1.1826807403564453e+02,9.8563909912109375e+02,1.8844728088378906e+02,6.1938948631286621e+00,1.2181852340698242e+01,1.2181852340698242e+01,3.7000000000000000e+01
1.5938813781738281e+02,4.1524912109375000e+03,2.1037185058593750e+03,0.0000000000000000e+00,1.3747572326660156e+02,1.3747572326660156e+02,1.6287349853515625e+03,1.9901069641113281e+02,7.1439585685729980e+00,1.0392503738403320e+01,1.0392503738403320e+01,3.8000000000000000e+01
1.0796659088134766e+02,5.2559604492187500e+03,2.3824958496093750e+03,0.0000000000000000e+00,7.9926849365234375e+01,7.9926849365234375e+01,3.7292129516601563e+02,2.3495915222167969e+02,4.9471559524536133e+00,1.5671759605407715e+01,1.5671759605407715e+01,4.0000000000000000e+01
1.7055816650390625e+02,4.4649033203125000e+03,2.9401721191406250e+03,0.0000000000000000e+00,1.2554873657226563e+02,1.2554873657226563e+02,1.4535822753906250e+03,2.5681552124023438e+02,7.0005941390991211e+00,1.0868255615234375e+01,1.0868255615234375e+01,4.1000000000000000e+01
2.5248591613769531e+02,4.4666533203125000e+03,2.9400830078125000e+03,0.0000000000000000e+00,1.4617231750488281e+02,1.4617231750488281e+02,2.9168215332031250e+03,2.5553956604003906e+02,9.5051870346069336e+00,7.5652575492858887e+00,7.5652575492858887e+00,4.3000000000000000e+01
1.4478155517578125e+02,3.5180607910156250e+03,2.2373105468750000e+03,0.0000000000000000e+00,8.9222694396972656e+01,8.9222694396972656e+01,6.2316967773437500e+02,2.3594558715820313e+02,6.2961139678955078e+00,1.1989249229431152e+01,1.1989250183105469e+01,4.3000000000000000e+01
1.3149569702148438e+02,4.4107534179687500e+03,2.5276318359375000e+03,0.0000000000000000e+00,1.5421241760253906e+02,1.5421241760253906e+02,1.6908015136718750e+03,2.3147355651855469e+02,5.8565635681152344e+00,1.3097879409790039e+01,1.3097879409790039e+01,4.3000000000000000e+01
3.1549932861328125e+02,4.4507900390625000e+03,2.9670397949218750e+03,0.0000000000000000e+00,1.5035697937011719e+02,1.5035697937011719e+02,3.8564526367187500e+03,2.6805178833007813e+02,1.1082180023193359e+01,6.4182376861572266e+00,6.4182372093200684e+00,4.4000000000000000e+01
1.3398680114746094e+02,4.4069038085937500e+03,2.5026918945312500e+03,0.0000000000000000e+00,1.3594377136230469e+02,1.3594377136230469e+02,1.3388227539062500e+03,2.5162153625488281e+02,5.7896866798400879e+00,1.3292408943176270e+01,1.3292407035827637e+01,4.5000000000000000e+01
1.0351882171630859e+02,4.4126152343750000e+03,3.6005817871093750e+03,0.0000000000000000e+00,1.1045101165771484e+02,1.1045101165771484e+02,6.8281188964843750e+02,2.6795349121093750e+02,4.5574545860290527e+00,1.8365501403808594e+01,1.8365499496459961e+01,4.5000000000000000e+01
1.8653163146972656e+02,4.4519018554687500e+03,2.9348425292968750e+03,0.0000000000000000e+00,1.3419705200195313e+02,1.3419705200195313e+02,1.8162716064453125e+03,2.6611584472656250e+02,7.4394140243530273e+00,1.0094510078430176e+01,1.0094509124755859e+01,4.5000000000000000e+01
1.6592181396484375e+02,4.5118813476562500e+03,4.2565966796875000e+03,0.0000000000000000e+00,1.1437389373779297e+02,1.1437389373779297e+02,1.1735449218750000e+03,2.2754408264160156e+02,7.0976762771606454e+00,1.0443120956420898e+01,1.0443120956420898e+01,4.9000000000000000e+01
1.4288815307617188e+02,4.7274482421875000e+03,3.0775473632812500e+03,0.0000000000000000e+00,1.3390301513671875e+02,1.3390301513671875e+02,1.3852219238281250e+03,2.1654997253417969e+02,6.3951454162597656e+00,1.1619567871093750e+01,1.1619566917419434e+01,4.9000000000000000e+01
1.0963471984863281e+02,5.6293393554687500e+03,3.4124416503906250e+03,0.0000000000000000e+00,8.5864120483398438e+01,8.5864120483398438e+01,4.3703274536132813e+02,2.2962811279296875e+02,5.0506377220153809e+00,1.5737902641296387e+01,1.5737904548645020e+01,5.0000000000000000e+01
1.2158826446533203e+02,6.1387900390625000e+03,4.0435131835937500e+03,0.0000000000000000e+00,1.0411702728271484e+02,1.0411702728271484e+02,7.1265209960937500e+02,2.2785705566406250e+02,5.5191006660461426e+00,1.4154651641845703e+01,1.4154651641845703e+01,5.1000000000000000e+01
1.1614184570312500e+02,5.6429589843750000e+03,3.3497021484375000e+03,0.0000000000000000e+00,1.2431703186035156e+02,1.2431703186035156e+02,9.7049291992187500e+02,2.3082560729980469e+02,5.2906689643859863e+00,1.4840150833129883e+01,1.4840150833129883e+01,5.1000000000000000e+01
1.9992720031738281e+02,4.2424863281250000e+03,3.6955910644531250e+03,0.0000000000000000e+00,1.4348403930664063e+02,1.4348403930664063e+02,2.2254687500000000e+03,2.5724725341796875e+02,7.9340910911560059e+00,9.5179767608642578e+00,9.5179767608642578e+00,5.1000000000000000e+01
1.5420454406738281e+02,4.1308242187500000e+03,3.5074245605468750e+03,0.0000000000000000e+00,1.4348403930664063e+02,1.4348403930664063e+02,1.7165117187500000e+03,2.5724725341796875e+02,6.4506564140319824e+00,1.2230502128601074e+01,1.2230503082275391e+01,5.1000000000000000e+01
1.3829339599609375e+02,4.0401774902343750e+03,3.4208076171875000e+03,0.0000000000000000e+00,1.5532310485839844e+02,1.5532310485839844e+02,1.8039145507812500e+03,2.4707725524902344e+02,5.9776210784912109e+00,1.2806781768798828e+01,1.2806782722473145e+01,5.2000000000000000e+01
1.8466143798828125e+02,4.2328803710937500e+03,3.6505637207031250e+03,0.0000000000000000e+00,1.5532310485839844e+02,1.5532310485839844e+02,2.4087446289062500e+03,2.4707725524902344e+02,7.5410528182983398e+00,9.8670969009399414e+00,9.8670959472656250e+00,5.2000000000000000e+01
1.7843325805664063e+02,4.6973007812500000e+03,3.0531896972656250e+03,0.0000000000000000e+00,1.1870109558105469e+02,1.1870109558105469e+02,1.3593386230468750e+03,2.4782209777832031e+02,7.3334298133850098e+00,1.0221598625183105e+01,1.0221599578857422e+01,5.2000000000000000e+01
1.1720688629150391e+02,4.0395588378906250e+03,3.4363784179687500e+03,0.0000000000000000e+00,1.2789130401611328e+02,1.2789130401611328e+02,1.0365196533203125e+03,2.3495823669433594e+02,5.2996377944946289e+00,1.5289748191833496e+01,1.5289746284484863e+01,5.3000000000000000e+01
1.6880513000488281e+02,4.2366640625000000e+03,3.6552680664062500e+03,0.0000000000000000e+00,1.2789130401611328e+02,1.2789130401611328e+02,1.4928289794921875e+03,2.3495823669433594e+02,7.1283402442932129e+00,1.0328166961669922e+01,1.0328166007995605e+01,5.3000000000000000e+01
1.3709547424316406e+02,4.5130131835937500e+03,2.8160971679687500e+03,0.0000000000000000e+00,1.0868890380859375e+02,1.0868890380859375e+02,8.7566076660156250e+02,2.5251612854003906e+02,5.8935022354125977e+00,1.3371584892272949e+01,1.3371585845947266e+01,5.4000000000000000e+01
1.1483138275146484e+02,3.6048583984375000e+03,2.7655332031250000e+03,0.0000000000000000e+00,1.5700982666015625e+02,1.5700982666015625e+02,1.5305821533203125e+03,2.0103308105468750e+02,5.4824719429016113e+00,1.3758531570434570e+01,1.3758533477783203e+01,5.4000000000000000e+01
8.8759529113769531e+01,3.5892978515625000e+03,2.7486335449218750e+03,0.0000000000000000e+00,1.4543936157226563e+02,1.4543936157226563e+02,1.0151292114257813e+03,2.0772978210449219e+02,4.3739790916442871e+00,1.8219879150390625e+01,1.8219877243041992e+01,5.5000000000000000e+01
1.4574288940429688e+02,3.5517414550781250e+03,2.7363757324218750e+03,0.0000000000000000e+00,9.2375144958496094e+01,9.2375144958496094e+01,6.7241912841796875e+02,2.1871801757812500e+02,6.4778094291687012e+00,1.1983776092529297e+01,1.1983776092529297e+01,5.7000000000000000e+01
1.2982099914550781e+02,3.6154582519531250e+03,2.7690007324218750e+03,0.0000000000000000e+00,1.5105601501464844e+02,1.5105601501464844e+02,1.6016342773437500e+03,1.8394299316406250e+02,6.2188434600830078e+00,1.2166754722595215e+01,1.2166754722595215e+01,5.8000000000000000e+01
1.1504278564453125e+02,3.5508598632812500e+03,2.7915061035156250e+03,0.0000000000000000e+00,7.5832771301269531e+01,7.5832771301269531e+01,3.5769729614257813e+02,2.1490501403808594e+02,5.3740663528442383e+00,1.5172263145446777e+01,1.5172263145446777e+01,6.0000000000000000e+01
1.1943261718750000e+02,5.0749296875000000e+03,3.0843833007812500e+03,0.0000000000000000e+00,1.4422814941406250e+02,1.4422814941406250e+02,1.3432763671875000e+03,2.1274104309082031e+02,5.5604071617126456e+00,1.4096807479858398e+01,1.4096809387207031e+01,6.2000000000000000e+01
9.1579826354980469e+01,5.6596909179687500e+03,2.2861376953125000e+03,0.0000000000000000e+00,1.2891154479980469e+02,1.2891154479980469e+02,8.2285986328125000e+02,2.2582534790039063e+02,4.3617329597473136e+00,1.8889188766479492e+01,1.8889184951782227e+01,6.4000000000000000e+01
9.6065376281738281e+01,3.8494812011718750e+03,3.3520576171875000e+03,0.0000000000000000e+00,7.8514198303222656e+01,7.8514198303222656e+01,3.2018847656250000e+02,2.3013047790527344e+02,4.5132966041564941e+00,1.7814338684082031e+01,1.7814338684082031e+01,6.5000000000000000e+01
2.0487890625000000e+02,4.2805561523437500e+03,3.6886169433593750e+03,0.0000000000000000e+00,1.1035186767578125e+02,1.1035186767578125e+02,1.3489597167968750e+03,2.4002233886718750e+02,8.2419824600219727e+00,9.0893211364746094e+00,9.0893211364746094e+00,6.6000000000000000e+01
1.5100440979003906e+02,4.2458818359375000e+03,3.7061020507812500e+03,0.0000000000000000e+00,1.2375635528564453e+02,1.2375635528564453e+02,1.2504520263671875e+03,2.6382827758789063e+02,6.2909951210021973e+00,1.1815160751342773e+01,1.1815159797668457e+01,6.6000000000000000e+01
1.4440133666992188e+02,4.8328730468750000e+03,2.5595722656250000e+03,0.0000000000000000e+00,1.3283935546875000e+02,1.3283935546875000e+02,1.3777397460937500e+03,2.6621850585937500e+02,6.0466866493225098e+00,1.2515794754028320e+01,1.2515794754028320e+01,6.6000000000000000e+01
1.7008479309082031e+02,4.7510756835937500e+03,2.5120249023437500e+03,0.0000000000000000e+00,1.5455841064453125e+02,1.5455841064453125e+02,2.1968132324218750e+03,2.3553910827636719e+02,7.1658873558044434e+00,1.0239285469055176e+01,1.0239286422729492e+01,6.7000000000000000e+01
2.3003640747070313e+02,4.2213793945312500e+03,3.7216987304687500e+03,0.0000000000000000e+00,1.5452357482910156e+02,1.5452357482910156e+02,2.9698085937500000e+03,2.2670770263671875e+02,9.1332712173461914e+00,7.8201236724853516e+00,7.8201246261596680e+00,6.7000000000000000e+01
1.6646148681640625e+02,4.8639882812500000e+03,2.5350371093750000e+03,0.0000000000000000e+00,1.0319416809082031e+02,1.0319416809082031e+02,9.5844335937500000e+02,2.6780886840820313e+02,6.7779741287231454e+00,1.1240779876708984e+01,1.1240780830383301e+01,6.8000000000000000e+01
1.8056221008300781e+02,4.8185166015625000e+03,2.4439523925781250e+03,0.0000000000000000e+00,1.2358109283447266e+02,1.2358109283447266e+02,1.4909852294921875e+03,2.6238183593750000e+02,7.2797870635986328e+00,1.0102457046508789e+01,1.0102457046508789e+01,6.9000000000000000e+01
1.5468847656250000e+02,4.7874609375000000e+03,2.4958786621093750e+03,0.0000000000000000e+00,1.5743661499023438e+02,1.5743661499023438e+02,2.0730598144531250e+03,2.5108911132812500e+02,6.5159859657287598e+00,1.1994653701782227e+01,1.1994654655456543e+01,7.0000000000000000e+01
1.3084851074218750e+02,4.3405947265625000e+03,3.0074943847656250e+03,0.0000000000000000e+00,1.5926416015625000e+02,1.5926416015625000e+02,1.7945157470703125e+03,2.0657421875000000e+02,6.0443258285522461e+00,1.2117159843444824e+01,1.2117159843444824e+01,7.1000000000000000e+01
1.7197091674804688e+02,4.7479111328125000e+03,2.5449392089843750e+03,0.0000000000000000e+00,1.5763053894042969e+02,1.5763053894042969e+02,2.3103518066406250e+03,2.2724858093261719e+02,7.3032369613647461e+00,1.0101176261901855e+01,1.0101177215576172e+01,7.2000000000000000e+01
1.9848895263671875e+02,4.4049565429687500e+03,2.8642402343750000e+03,0.0000000000000000e+00,1.5662663269042969e+02,1.5662663269042969e+02,2.6327519531250000e+03,2.2842349243164063e+02,8.1514186859130859e+00,9.0818939208984375e+00,9.0818929672241211e+00,7.2000000000000000e+01
1.4119392395019531e+02,4.7573330078125000e+03,2.4930458984375000e+03,0.0000000000000000e+00,1.3256013488769531e+02,1.3256013488769531e+02,1.3414801025390625e+03,2.5949783325195313e+02,5.9851779937744141e+00,1.2861245155334473e+01,1.2861246109008789e+01,7.3000000000000000e+01
1.5497895812988281e+02,4.7897705078125000e+03,2.4973195800781250e+03,0.0000000000000000e+00,1.4053347778320313e+02,1.4053347778320313e+02,1.6549111328125000e+03,2.4099508666992188e+02,6.6085414886474609e+00,1.0829709053039551e+01,1.0829709053039551e+01,7.4000000000000000e+01
1.3603292846679688e+02,4.7567739257812500e+03,2.4936152343750000e+03,0.0000000000000000e+00,1.4890014648437500e+02,1.4890014648437500e+02,1.6307099609375000e+03,2.5322135925292969e+02,5.8505082130432129e+00,1.3243548393249512e+01,1.3243546485900879e+01,7.5000000000000000e+01
1.7514697265625000e+02,4.7740122070312500e+03,2.4736691894531250e+03,0.0000000000000000e+00,1.5231095886230469e+02,1.5231095886230469e+02,2.1968850097656250e+03,2.4580659484863281e+02,7.2435560226440430e+00,1.0484476089477539e+01,1.0484475135803223e+01,7.6000000000000000e+01
1.0465650939941406e+02,3.6032795410156250e+03,3.4814387207031250e+03,0.0000000000000000e+00,8.1763275146484375e+01,8.1763275146484375e+01,3.7829025268554688e+02,2.4900238037109375e+02,4.7221546173095703e+00,1.6370096206665039e+01,1.6370096206665039e+01,8.0000000000000000e+01
