peak intensity (photon),x(nm),y(nm),z(nm),PSFSigmaX (nm),PSFSigmaY (nm),Total intensity(photon),background (photon),SNR,Localization precision X(nm),Localization precision Y(nm),frame
1.2210310363769531e+02,4.2109902343750000e+03,3.6958476562500000e+03,0.0000000000000000e+00,1.0459420776367188e+02,1.0459420776367188e+02,7.2224475097656250e+02,1.4770861816406250e+02,6.7313666343688956e+00,1.0992343902587891e+01,1.0992343902587891e+01,1.1400000000000000e+02
3.5365924072265625e+02,3.5852580566406250e+03,3.0879001464843750e+03,0.0000000000000000e+00,1.3632347106933594e+02,1.3632347106933594e+02,3.5536008300781250e+03,1.3857261657714844e+02,1.4434677124023438e+01,4.4374885559082031e+00,4.4374885559082031e+00,1.1400000000000000e+02
1.0921198272705078e+02,4.0873203125000000e+03,4.0470795898437500e+03,0.0000000000000000e+00,1.1797398376464844e+02,1.1797398376464844e+02,8.2183605957031250e+02,1.4410537719726563e+02,6.2136206626892090e+00,1.2069639205932617e+01,1.2069640159606934e+01,1.1400000000000000e+02
1.5513337707519531e+02,5.0972412109375000e+03,3.9783588867187500e+03,0.0000000000000000e+00,9.3505775451660156e+01,9.3505775451660156e+01,7.3337231445312500e+02,1.2384269714355469e+02,8.4106330871582031e+00,8.3612346649169922e+00,8.3612346649169922e+00,1.1400000000000000e+02
1.2720050811767578e+02,4.0984921875000000e+03,4.0241462402343750e+03,0.0000000000000000e+00,1.4859754943847656e+02,1.4859754943847656e+02,1.5186386718750000e+03,1.2288194274902344e+02,7.2837352752685547e+00,9.8855047225952148e+00,9.8855047225952148e+00,1.1400000000000000e+02
1.8690783691406250e+02,5.3928686523437500e+03,2.2535095214843750e+03,0.0000000000000000e+00,1.0816372680664063e+02,1.0816372680664063e+02,1.1823150634765625e+03,1.2794490814208984e+02,9.5385131835937500e+00,7.2497811317443848e+00,7.2497820854187012e+00,1.1400000000000000e+02
1.2256031036376953e+02,3.8902680664062500e+03,2.6602993164062500e+03,0.0000000000000000e+00,1.1194169616699219e+02,1.1194169616699219e+02,8.3037835693359375e+02,1.4359683227539063e+02,6.8027997016906738e+00,1.0867586135864258e+01,1.0867587089538574e+01,1.1400000000000000e+02
9.8388130187988281e+01,3.7845078125000000e+03,2.1869865722656250e+03,0.0000000000000000e+00,7.4664360046386719e+01,7.4664360046386719e+01,2.9655950927734375e+02,1.3483622741699219e+02,5.8339495658874512e+00,1.3404279708862305e+01,1.3404279708862305e+01,1.1500000000000000e+02
2.5792565917968750e+02,5.3310400390625000e+03,2.2101071777343750e+03,0.0000000000000000e+00,1.1343080902099609e+02,1.1343080902099609e+02,1.7943161621093750e+03,1.1366344451904297e+02,1.2116298675537109e+01,5.4038772583007813e+00,5.4038767814636230e+00,1.1500000000000000e+02
1.2282090759277344e+02,3.8943671875000000e+03,2.6478505859375000e+03,0.0000000000000000e+00,8.8254783630371094e+01,8.8254783630371094e+01,5.1723889160156250e+02,1.8108799743652344e+02,6.3798065185546884e+00,1.2017618179321289e+01,1.2017618179321289e+01,1.1500000000000000e+02
2.8412637329101563e+02,3.5961535644531250e+03,3.1170346679687500e+03,0.0000000000000000e+00,1.2053627777099609e+02,1.2053627777099609e+02,2.2319758300781250e+03,1.4070071411132813e+02,1.2482810974121094e+01,5.3083024024963379e+00,5.3083024024963379e+00,1.1500000000000000e+02
3.6370367431640625e+02,4.0741149902343750e+03,4.0253173828125000e+03,0.0000000000000000e+00,1.2545028686523438e+02,1.2545028686523438e+02,3.0948059082031250e+03,1.4013778686523438e+02,1.4672619819641113e+01,4.3599429130554199e+00,4.3599433898925781e+00,1.1500000000000000e+02
1.5761206054687500e+02,6.2596044921875000e+03,3.7552119140625000e+03,0.0000000000000000e+00,1.0988262176513672e+02,1.0988262176513672e+02,1.0289395751953125e+03,1.3106851196289063e+02,8.4001607894897461e+00,8.4276876449584961e+00,8.4276895523071289e+00,1.1500000000000000e+02
3.7353988647460938e+02,4.0825961914062500e+03,4.0522148437500000e+03,0.0000000000000000e+00,1.0362004852294922e+02,1.0362004852294922e+02,2.1685375976562500e+03,1.6980606079101563e+02,1.4511279106140137e+01,4.5115556716918954e+00,4.5115561485290527e+00,1.1500000000000000e+02
9.8423210144042969e+01,3.7021640625000000e+03,2.2140551757812500e+03,0.0000000000000000e+00,9.8277740478515625e+01,9.8277740478515625e+01,5.1398474121093750e+02,1.3762384033203125e+02,5.8010306358337402e+00,1.2798842430114746e+01,1.2798843383789063e+01,1.1600000000000000e+02
2.2816748046875000e+02,5.3631489257812500e+03,2.2357709960937500e+03,0.0000000000000000e+00,1.1909318542480469e+02,1.1909318542480469e+02,1.7497255859375000e+03,1.2689806365966797e+02,1.0964943885803223e+01,6.1440615653991699e+00,6.1440615653991699e+00,1.1600000000000000e+02
1.8283117675781250e+02,3.6199719238281250e+03,3.0110800781250000e+03,0.0000000000000000e+00,8.4015953063964844e+01,8.4015953063964844e+01,6.9777618408203125e+02,1.5642272949218750e+02,8.9886560440063477e+00,7.9003858566284180e+00,7.9003858566284180e+00,1.1600000000000000e+02
1.0517133331298828e+02,6.1729116210937500e+03,3.5773198242187500e+03,0.0000000000000000e+00,1.1072054290771484e+02,1.1072054290771484e+02,6.9710174560546875e+02,1.2633380889892578e+02,6.2592744827270508e+00,1.1642192840576172e+01,1.1642192840576172e+01,1.1600000000000000e+02
2.6776651000976563e+02,3.6156291503906250e+03,3.1137055664062500e+03,0.0000000000000000e+00,1.3450990295410156e+02,1.3450990295410156e+02,2.6194323730468750e+03,1.3442695617675781e+02,1.2090538978576660e+01,5.4962663650512704e+00,5.4962668418884277e+00,1.1600000000000000e+02
2.3460966491699219e+02,4.2267548828125000e+03,3.6793295898437500e+03,0.0000000000000000e+00,1.0795552062988281e+02,1.0795552062988281e+02,1.4783525390625000e+03,1.8201812744140625e+02,1.0408273696899414e+01,6.6590552330017090e+00,6.6590547561645508e+00,1.1600000000000000e+02
2.1214822387695313e+02,5.1039389648437500e+03,4.0193659667968750e+03,0.0000000000000000e+00,1.1739665222167969e+02,1.1739665222167969e+02,1.5808594970703125e+03,1.2771156311035156e+02,1.0420688629150391e+01,6.5257387161254883e+00,6.5257387161254883e+00,1.1600000000000000e+02
2.0138825988769531e+02,6.2717441406250000e+03,4.2401445312500000e+03,0.0000000000000000e+00,1.2838446044921875e+02,1.2838446044921875e+02,1.7947397460937500e+03,1.1959180450439453e+02,1.0178928375244141e+01,6.6256451606750488e+00,6.6256446838378906e+00,1.1600000000000000e+02
8.0213188171386719e+01,6.2653417968750000e+03,4.2367031250000000e+03,0.0000000000000000e+00,8.6226127624511719e+01,8.6226127624511719e+01,3.2245263671875000e+02,1.3085095214843750e+02,4.9997177124023438e+00,1.5439793586730957e+01,1.5439793586730957e+01,1.1700000000000000e+02
7.7658515930175781e+01,3.6959528808593750e+03,1.5356795654296875e+03,0.0000000000000000e+00,6.9738151550292969e+01,6.9738151550292969e+01,2.0420782470703125e+02,1.7541220092773438e+02,4.4205374717712402e+00,1.9295774459838867e+01,1.9295774459838867e+01,1.1700000000000000e+02
1.0951786041259766e+02,3.7431945800781250e+03,2.1917468261718750e+03,0.0000000000000000e+00,1.0521805572509766e+02,1.0521805572509766e+02,6.5555316162109375e+02,1.4192417907714844e+02,6.2542166709899902e+00,1.1979474067687988e+01,1.1979475021362305e+01,1.1700000000000000e+02
1.3914190673828125e+02,3.5937060546875000e+03,3.0641445312500000e+03,0.0000000000000000e+00,9.7491333007812500e+01,9.7491333007812500e+01,7.1504327392578125e+02,1.5899717712402344e+02,7.2971858978271484e+00,1.0251483917236328e+01,1.0251483917236328e+01,1.1700000000000000e+02
1.6479539489746094e+02,4.3111118164062500e+03,2.7706586914062500e+03,0.0000000000000000e+00,1.0980982208251953e+02,1.0980982208251953e+02,1.0744094238281250e+03,1.4814579772949219e+02,8.4356908798217773e+00,8.5509834289550781e+00,8.5509834289550781e+00,1.1700000000000000e+02
1.3494917297363281e+02,4.2237216796875000e+03,3.7043583984375000e+03,0.0000000000000000e+00,1.1557624053955078e+02,1.1557624053955078e+02,9.7465240478515625e+02,1.6710418701171875e+02,7.0312948226928711e+00,1.0427742004394531e+01,1.0427741050720215e+01,1.1700000000000000e+02
2.7233264160156250e+02,5.3569111328125000e+03,2.2253256835937500e+03,0.0000000000000000e+00,1.0446627044677734e+02,1.0446627044677734e+02,1.6069199218750000e+03,1.3333605957031250e+02,1.2243931770324707e+01,5.4070544242858887e+00,5.4070544242858887e+00,1.1700000000000000e+02
1.0825088500976563e+02,3.7807968750000000e+03,2.1367348632812500e+03,0.0000000000000000e+00,9.4241462707519531e+01,9.4241462707519531e+01,5.1982586669921875e+02,1.4660615539550781e+02,6.1403064727783203e+00,1.2394700050354004e+01,1.2394700050354004e+01,1.1800000000000000e+02
1.4957116699218750e+02,4.2887412109375000e+03,2.7610820312500000e+03,0.0000000000000000e+00,8.2535118103027344e+01,8.2535118103027344e+01,5.5089373779296875e+02,1.6073463439941406e+02,7.6888232231140137e+00,9.5196886062622070e+00,9.5196876525878906e+00,1.1800000000000000e+02
1.6437405395507813e+02,5.3795781250000000e+03,2.2394982910156250e+03,0.0000000000000000e+00,1.1647753906250000e+02,1.1647753906250000e+02,1.2057576904296875e+03,1.1881625366210938e+02,8.8450641632080078e+00,7.9221415519714364e+00,7.9221425056457520e+00,1.1800000000000000e+02
1.9144364929199219e+02,3.6358942871093750e+03,3.0946540527343750e+03,0.0000000000000000e+00,1.1088835906982422e+02,1.1088835906982422e+02,1.2727857666015625e+03,1.4912767028808594e+02,9.3938541412353516e+00,7.5309405326843262e+00,7.5309405326843262e+00,1.1800000000000000e+02
1.4260852050781250e+02,3.8770825195312500e+03,2.6416296386718750e+03,0.0000000000000000e+00,9.9631034851074219e+01,9.9631034851074219e+01,7.6538000488281250e+02,1.7352250671386719e+02,7.2630467414855957e+00,1.0159324645996094e+01,1.0159325599670410e+01,1.1800000000000000e+02
1.8806210327148438e+02,4.2358017578125000e+03,3.7085991210937500e+03,0.0000000000000000e+00,8.1623191833496094e+01,8.1623191833496094e+01,6.7744000244140625e+02,1.7536720275878906e+02,8.9330186843872070e+00,8.1177749633789063e+00,8.1177759170532227e+00,1.1800000000000000e+02
3.5609109497070313e+02,5.7980664062500000e+03,3.7284035644531250e+03,0.0000000000000000e+00,1.0185014343261719e+02,1.0185014343261719e+02,1.9972238769531250e+03,1.5516401672363281e+02,1.4260973930358887e+01,4.5610747337341309e+00,4.5610752105712891e+00,1.1800000000000000e+02
9.3930351257324219e+01,3.9444179687500000e+03,4.1819936523437500e+03,0.0000000000000000e+00,1.1845629882812500e+02,1.1845629882812500e+02,7.1263092041015625e+02,1.2793374633789063e+02,5.7104368209838867e+00,1.3376909255981445e+01,1.3376911163330078e+01,1.1800000000000000e+02
1.1003125762939453e+02,3.6323940429687500e+03,2.2872595214843750e+03,0.0000000000000000e+00,9.4241462707519531e+01,9.4241462707519531e+01,5.2837530517578125e+02,1.4660615539550781e+02,6.2196078300476074e+00,1.2278703689575195e+01,1.2278703689575195e+01,1.1800000000000000e+02
1.2681620788574219e+02,3.6017199707031250e+03,3.1098134765625000e+03,0.0000000000000000e+00,1.0090359497070313e+02,1.0090359497070313e+02,6.9812054443359375e+02,1.4881976318359375e+02,6.9169354438781738e+00,1.0726763725280762e+01,1.0726763725280762e+01,1.1900000000000000e+02
1.7537757873535156e+02,4.3217377929687500e+03,3.9358908691406250e+03,0.0000000000000000e+00,1.0013007354736328e+02,1.0013007354736328e+02,9.5070446777343750e+02,1.3779869079589844e+02,8.9740095138549805e+00,7.8750376701354980e+00,7.8750386238098136e+00,1.1900000000000000e+02
5.0115963745117188e+02,5.8001386718750000e+03,3.7440400390625000e+03,0.0000000000000000e+00,1.0606629943847656e+02,1.0606629943847656e+02,3.0484094238281250e+03,1.1960794830322266e+02,1.8214551925659180e+01,3.3040270805358891e+00,3.3040270805358891e+00,1.1900000000000000e+02
2.5957882690429688e+02,6.2563017578125000e+03,3.7743916015625000e+03,0.0000000000000000e+00,9.7839485168457031e+01,9.7839485168457031e+01,1.3435070800781250e+03,1.5431056213378906e+02,1.1554043769836426e+01,5.8269205093383789e+00,5.8269205093383789e+00,1.1900000000000000e+02
1.0356899261474609e+02,5.0651591796875000e+03,4.2862309570312500e+03,0.0000000000000000e+00,1.1481528472900391e+02,1.1481528472900391e+02,7.3819573974609375e+02,1.1961544799804688e+02,6.2777605056762704e+00,1.1721076965332031e+01,1.1721076965332031e+01,1.1900000000000000e+02
2.3397319030761719e+02,5.3546347656250000e+03,2.2412155761718750e+03,0.0000000000000000e+00,1.0089666748046875e+02,1.0089666748046875e+02,1.2878405761718750e+03,1.2546584320068359e+02,1.1175331115722656e+01,5.9965929985046387e+00,5.9965929985046387e+00,1.1900000000000000e+02
9.6895538330078125e+01,4.2518691406250000e+03,3.6824943847656250e+03,0.0000000000000000e+00,1.0013007354736328e+02,1.0013007354736328e+02,5.2526110839843750e+02,1.3779869079589844e+02,5.7274255752563477e+00,1.3436079025268555e+01,1.3436079025268555e+01,1.1900000000000000e+02
1.0790422058105469e+02,4.2929853515625000e+03,3.8216166992187500e+03,0.0000000000000000e+00,1.5261868286132813e+02,1.5261868286132813e+02,1.3589273681640625e+03,1.1994886016845703e+02,6.4731826782226563e+00,1.1292788505554199e+01,1.1292788505554199e+01,1.2000000000000000e+02
2.1704925537109375e+02,6.2386884765625000e+03,3.7738784179687500e+03,0.0000000000000000e+00,1.0579101562500000e+02,1.0579101562500000e+02,1.3134038085937500e+03,1.5744331359863281e+02,1.0156489372253418e+01,6.9078531265258789e+00,6.9078531265258789e+00,1.2000000000000000e+02
1.3230639648437500e+02,6.2678422851562500e+03,4.2418618164062500e+03,0.0000000000000000e+00,1.4052009582519531e+02,1.4052009582519531e+02,1.4125378417968750e+03,1.1950749969482422e+02,7.5500164031982422e+00,9.6315908432006836e+00,9.6315908432006836e+00,1.2000000000000000e+02
1.0878970336914063e+02,3.9451420898437500e+03,1.8556318359375000e+03,0.0000000000000000e+00,8.6446464538574219e+01,8.6446464538574219e+01,4.3956661987304688e+02,1.3554820251464844e+02,6.3023033142089844e+00,1.1944660186767578e+01,1.1944659233093262e+01,1.2000000000000000e+02
9.6898735046386719e+01,5.3922436523437500e+03,2.2703269042968750e+03,0.0000000000000000e+00,1.2216570281982422e+02,1.2216570281982422e+02,7.8191412353515625e+02,1.3005746459960938e+02,5.8244376182556152e+00,1.2750961303710938e+01,1.2750960350036621e+01,1.2000000000000000e+02
9.9212394714355469e+01,3.5870346679687500e+03,3.0413100585937500e+03,0.0000000000000000e+00,1.3033761596679688e+02,1.3033761596679688e+02,9.1127166748046875e+02,1.3470841979980469e+02,5.8740606307983398e+00,1.2686640739440918e+01,1.2686640739440918e+01,1.2000000000000000e+02
1.6964682006835938e+02,3.7203696289062500e+03,2.2198876953125000e+03,0.0000000000000000e+00,9.3811782836914063e+01,9.3811782836914063e+01,8.0724035644531250e+02,1.4633099365234375e+02,8.6422004699707031e+00,8.2240076065063477e+00,8.2240076065063477e+00,1.2100000000000000e+02
1.0558402252197266e+02,3.8888928222656250e+03,2.6386853027343750e+03,0.0000000000000000e+00,1.0891466522216797e+02,1.0891466522216797e+02,6.7719433593750000e+02,1.3634658813476563e+02,6.1469507217407227e+00,1.2395438194274902e+01,1.2395438194274902e+01,1.2100000000000000e+02
2.5990878295898438e+02,5.8347998046875000e+03,3.7414443359375000e+03,0.0000000000000000e+00,1.1256416320800781e+02,1.1256416320800781e+02,1.7805887451171875e+03,1.3488322448730469e+02,1.1845235824584961e+01,5.6309823989868164e+00,5.6309823989868164e+00,1.2100000000000000e+02
1.5529769897460938e+02,6.2652236328125000e+03,3.7754211425781250e+03,0.0000000000000000e+00,9.1275764465332031e+01,9.1275764465332031e+01,6.9954937744140625e+02,1.5444363403320313e+02,7.9904708862304688e+00,8.9628715515136719e+00,8.9628715515136719e+00,1.2100000000000000e+02
9.2484466552734375e+01,4.2930244140625000e+03,3.2548474121093750e+03,0.0000000000000000e+00,1.4192929077148438e+02,1.4192929077148438e+02,1.0072916259765625e+03,1.2631649017333984e+02,5.6617550849914551e+00,1.3206303596496582e+01,1.3206303596496582e+01,1.2100000000000000e+02
2.2438926696777344e+02,5.6094492187500000e+03,1.8072947998046875e+03,0.0000000000000000e+00,1.4357231140136719e+02,1.4357231140136719e+02,2.5008400878906250e+03,1.0682189178466797e+02,1.1164942741394043e+01,5.9092059135437012e+00,5.9092054367065430e+00,1.2100000000000000e+02
2.0984472656250000e+02,3.9371081542968750e+03,1.9517170410156250e+03,0.0000000000000000e+00,1.1020594787597656e+02,1.1020594787597656e+02,1.3780040283203125e+03,1.2610047912597656e+02,1.0367421150207520e+01,6.5581555366516113e+00,6.5581550598144531e+00,1.2100000000000000e+02
3.2754367065429688e+02,6.2530185546875000e+03,4.2808984375000000e+03,0.0000000000000000e+00,1.1137377166748047e+02,1.1137377166748047e+02,2.1967338867187500e+03,1.3797645568847656e+02,1.3746966361999512e+01,4.7158980369567871e+00,4.7158989906311044e+00,1.2100000000000000e+02
1.9960528564453125e+02,3.8897221679687500e+03,2.0205394287109375e+03,0.0000000000000000e+00,9.3811782836914063e+01,9.3811782836914063e+01,9.4979345703125000e+02,1.4633099365234375e+02,9.7180900573730469e+00,7.1470618247985840e+00,7.1470623016357422e+00,1.2100000000000000e+02
1.9041824340820313e+02,3.7577946777343750e+03,2.1872858886718750e+03,0.0000000000000000e+00,1.1020594787597656e+02,1.1020594787597656e+02,1.2504346923828125e+03,1.2610047912597656e+02,9.6920518875122070e+00,7.1551671028137207e+00,7.1551671028137207e+00,1.2100000000000000e+02
1.7196282958984375e+02,5.7824726562500000e+03,3.7636503906250000e+03,0.0000000000000000e+00,9.2257308959960938e+01,9.2257308959960938e+01,7.9136810302734375e+02,1.0917971801757813e+02,9.2870597839355469e+00,7.3536300659179688e+00,7.3536300659179688e+00,1.2200000000000000e+02
9.8704139709472656e+01,4.1363579101562500e+03,3.2479323730468750e+03,0.0000000000000000e+00,1.2888565063476563e+02,1.2888565063476563e+02,8.8651672363281250e+02,1.2751667022705078e+02,5.9425935745239258e+00,1.2752491950988770e+01,1.2752490043640137e+01,1.2200000000000000e+02
2.6283773803710938e+02,5.0993139648437500e+03,3.9882644042968750e+03,0.0000000000000000e+00,1.1274504852294922e+02,1.1274504852294922e+02,1.8064464111328125e+03,1.3076412963867188e+02,1.1996818542480469e+01,5.5410189628601074e+00,5.5410189628601074e+00,1.2200000000000000e+02
2.5815567016601563e+02,6.2544199218750000e+03,4.2668310546875000e+03,0.0000000000000000e+00,1.2960298156738281e+02,1.2960298156738281e+02,2.3445207519531250e+03,1.2521148681640625e+02,1.1939362525939941e+01,5.5365881919860840e+00,5.5365886688232422e+00,1.2200000000000000e+02
2.3319038391113281e+02,5.5876376953125000e+03,1.7869541015625000e+03,0.0000000000000000e+00,1.1145716094970703e+02,1.1145716094970703e+02,1.5662784423828125e+03,1.3582055664062500e+02,1.0992536544799805e+01,6.1834659576416016e+00,6.1834669113159180e+00,1.2200000000000000e+02
2.0062541198730469e+02,5.6221479492187500e+03,1.8168088378906250e+03,0.0000000000000000e+00,1.1181627655029297e+02,1.1181627655029297e+02,1.3562457275390625e+03,1.5077578735351563e+02,9.6915063858032227e+00,7.2274060249328613e+00,7.2274060249328613e+00,1.2200000000000000e+02
1.2857957458496094e+02,3.7053093261718750e+03,2.1594245605468750e+03,0.0000000000000000e+00,1.3521559143066406e+02,1.3521559143066406e+02,1.2710655517578125e+03,1.4101034545898438e+02,7.0913200378417969e+00,1.0228392601013184e+01,1.0228393554687500e+01,1.2200000000000000e+02
2.2218223571777344e+02,5.5831503906250000e+03,1.8465848388671875e+03,0.0000000000000000e+00,9.8441932678222656e+01,9.8441932678222656e+01,1.1641582031250000e+03,1.3323536682128906e+02,1.0672023773193359e+01,6.3356513977050781e+00,6.3356513977050781e+00,1.2200000000000000e+02
1.8869441223144531e+02,5.6176210937500000e+03,1.8209968261718750e+03,0.0000000000000000e+00,1.0266828918457031e+02,1.0266828918457031e+02,1.0754099121093750e+03,1.5038870239257813e+02,9.2792501449584961e+00,7.5424165725708008e+00,7.5424156188964844e+00,1.2300000000000000e+02
1.2448064422607422e+02,3.6706284179687500e+03,2.1893518066406250e+03,0.0000000000000000e+00,1.5091639709472656e+02,1.5091639709472656e+02,1.5329114990234375e+03,1.2277305603027344e+02,7.1686496734619141e+00,1.0029225349426270e+01,1.0029227256774902e+01,1.2300000000000000e+02
1.0096169281005859e+02,3.5904162597656250e+03,3.0840610351562500e+03,0.0000000000000000e+00,9.6529029846191406e+01,9.6529029846191406e+01,5.0864508056640625e+02,1.4225985717773438e+02,5.8622250556945801e+00,1.2510578155517578e+01,1.2510581016540527e+01,1.2300000000000000e+02
1.0918353271484375e+02,5.8503935546875000e+03,3.7779248046875000e+03,0.0000000000000000e+00,1.1036388397216797e+02,1.1036388397216797e+02,7.1904071044921875e+02,1.2546090698242188e+02,6.4544453620910636e+00,1.1155757904052734e+01,1.1155757904052734e+01,1.2300000000000000e+02
1.9815570068359375e+02,5.0934184570312500e+03,4.0232612304687500e+03,0.0000000000000000e+00,1.1613787078857422e+02,1.1613787078857422e+02,1.4450958251953125e+03,1.1915476226806641e+02,1.0073289871215820e+01,6.7949385643005371e+00,6.7949390411376953e+00,1.2300000000000000e+02
1.2659110260009766e+02,3.6533698730468750e+03,2.2790053710937500e+03,0.0000000000000000e+00,1.2640832519531250e+02,1.2640832519531250e+02,1.0936967773437500e+03,1.2237720489501953e+02,7.2650408744812012e+00,9.9529085159301758e+00,9.9529085159301758e+00,1.2400000000000000e+02
1.5865097045898438e+02,5.5854135742187500e+03,1.7891550292968750e+03,0.0000000000000000e+00,1.1320111083984375e+02,1.1320111083984375e+02,1.0992247314453125e+03,1.4003144836425781e+02,8.3127527236938477e+00,8.5790004730224609e+00,8.5790004730224609e+00,1.2400000000000000e+02
2.8512109375000000e+02,5.1219145507812500e+03,4.0041408691406250e+03,0.0000000000000000e+00,1.1014610290527344e+02,1.1014610290527344e+02,1.8702944335937500e+03,1.2553107452392578e+02,1.2740874290466309e+01,5.1132855415344238e+00,5.1132860183715820e+00,1.2400000000000000e+02
9.2582565307617188e+01,3.8690485839843750e+03,2.1683728027343750e+03,0.0000000000000000e+00,1.2640832519531250e+02,1.2640832519531250e+02,7.9987658691406250e+02,1.2237720489501953e+02,5.7181758880615234e+00,1.3221274375915527e+01,1.3221275329589844e+01,1.2400000000000000e+02
1.9782028198242188e+02,5.5730112304687500e+03,1.7927408447265625e+03,0.0000000000000000e+00,9.3010787963867188e+01,9.3010787963867188e+01,9.2529412841796875e+02,1.5051686096191406e+02,9.5979347229003906e+00,7.2616333961486816e+00,7.2616333961486816e+00,1.2500000000000000e+02
1.4225302124023438e+02,5.9050107421875000e+03,1.4580699462890625e+03,0.0000000000000000e+00,9.3712623596191406e+01,9.3712623596191406e+01,6.7546069335937500e+02,1.3821951293945313e+02,7.6917157173156738e+00,9.3614377975463867e+00,9.3614377975463867e+00,1.2500000000000000e+02
1.8663351440429688e+02,3.6416057128906250e+03,2.2900031738281250e+03,0.0000000000000000e+00,1.4459611511230469e+02,1.4459611511230469e+02,2.1098190917968750e+03,1.3203028869628906e+02,9.4673871994018555e+00,7.2923278808593750e+00,7.2923283576965332e+00,1.2500000000000000e+02
1.6626170349121094e+02,5.2844038085937500e+03,2.2477656250000000e+03,0.0000000000000000e+00,9.5543319702148438e+01,9.5543319702148438e+01,8.2060705566406250e+02,1.4004808044433594e+02,8.6023817062377930e+00,8.2161159515380859e+00,8.2161169052124023e+00,1.2500000000000000e+02
1.8644830322265625e+02,5.2720869140625000e+03,2.4877331542968750e+03,0.0000000000000000e+00,1.0026364135742188e+02,1.0026364135742188e+02,1.0134159545898438e+03,1.2470333099365234e+02,9.5714855194091797e+00,7.1534891128540039e+00,7.1534891128540039e+00,1.2500000000000000e+02
1.3786111450195313e+02,6.2446035156250000e+03,3.7673908691406250e+03,0.0000000000000000e+00,1.0617932128906250e+02,1.0617932128906250e+02,8.4035742187500000e+02,1.3226756286621094e+02,7.5956225395202637e+00,9.3956890106201172e+00,9.3956890106201172e+00,1.2500000000000000e+02
1.8647312927246094e+02,5.0473876953125000e+03,4.2037656250000000e+03,0.0000000000000000e+00,1.0193918609619141e+02,1.0193918609619141e+02,1.0477097167968750e+03,1.2383961486816406e+02,9.5856895446777344e+00,7.1891436576843262e+00,7.1891431808471680e+00,1.2500000000000000e+02
1.0622012329101563e+02,5.0838515625000000e+03,3.9505898437500000e+03,0.0000000000000000e+00,1.0193918609619141e+02,1.0193918609619141e+02,5.9680364990234375e+02,1.2383961486816406e+02,6.3415207862854004e+00,1.1644106864929199e+01,1.1644107818603516e+01,1.2500000000000000e+02
1.8262184143066406e+02,5.5961518554687500e+03,1.8215034179687500e+03,0.0000000000000000e+00,1.0881919097900391e+02,1.0881919097900391e+02,1.1692465820312500e+03,1.2733945465087891e+02,9.3930339813232422e+00,7.3816337585449219e+00,7.3816337585449219e+00,1.2600000000000000e+02
1.1362201690673828e+02,3.6588112792968750e+03,2.2749621582031250e+03,0.0000000000000000e+00,1.2102072143554688e+02,1.2102072143554688e+02,8.9975518798828125e+02,1.3263722229003906e+02,6.5565161705017090e+00,1.1452729225158691e+01,1.1452728271484375e+01,1.2600000000000000e+02
2.4044949340820313e+02,5.2637836914062500e+03,2.4457324218750000e+03,0.0000000000000000e+00,1.3053846740722656e+02,1.3053846740722656e+02,2.2153549804687500e+03,1.1911674499511719e+02,1.1482629776000977e+01,5.7814240455627441e+00,5.7814245223999023e+00,1.2600000000000000e+02
1.9808033752441406e+02,6.2671708984375000e+03,3.7664631347656250e+03,0.0000000000000000e+00,1.2617030334472656e+02,1.2617030334472656e+02,1.7048966064453125e+03,1.1613175201416016e+02,1.0118982315063477e+01,6.6880974769592294e+00,6.6880965232849121e+00,1.2600000000000000e+02
3.2693850708007813e+02,5.0925302734375000e+03,4.0047070312500000e+03,0.0000000000000000e+00,9.7426300048828125e+01,9.7426300048828125e+01,1.6778798828125000e+03,1.3643019104003906e+02,1.3753386497497559e+01,4.6986761093139648e+00,4.6986761093139648e+00,1.2600000000000000e+02
8.7025634765625000e+01,3.6265251464843750e+03,2.0409722900390625e+03,0.0000000000000000e+00,1.2102072143554688e+02,1.2102072143554688e+02,6.8914251708984375e+02,1.3263722229003906e+02,5.3171119689941406e+00,1.4042132377624512e+01,1.4042134284973145e+01,1.2600000000000000e+02
9.9147033691406250e+01,3.6479287109375000e+03,2.2860356445312500e+03,0.0000000000000000e+00,1.0276011657714844e+02,1.0276011657714844e+02,5.6607147216796875e+02,1.3016087341308594e+02,5.9289412498474121e+00,1.2623337745666504e+01,1.2623338699340820e+01,1.2700000000000000e+02
9.6454986572265625e+01,3.6399672851562500e+03,2.2645698242187500e+03,0.0000000000000000e+00,9.9071441650390625e+01,9.9071441650390625e+01,5.1187512207031250e+02,1.3424371337890625e+02,5.7505450248718262e+00,1.3150376319885254e+01,1.3150376319885254e+01,1.2700000000000000e+02
1.1244503021240234e+02,4.2760229492187500e+03,3.2720104980468750e+03,0.0000000000000000e+00,1.2864054870605469e+02,1.2864054870605469e+02,1.0060938110351563e+03,1.2393001556396484e+02,6.6228718757629386e+00,1.0939874649047852e+01,1.0939875602722168e+01,1.2700000000000000e+02
1.0980710601806641e+02,5.4826474609375000e+03,2.8325922851562500e+03,0.0000000000000000e+00,1.1116661834716797e+02,1.1116661834716797e+02,7.3370526123046875e+02,1.2757632446289063e+02,6.4537506103515634e+00,1.1683186531066895e+01,1.1683186531066895e+01,1.2700000000000000e+02
